iteration,episode,1_iql_loss,2_iql_loss
202,20300,0.94534,1.04959
203,20400,0.92085,0.93181
204,20500,0.99208,0.97557
205,20600,1.03683,1.02683
206,20700,1.08625,0.89326
207,20800,0.99408,1.00635
208,20900,0.96138,0.86282
209,21000,0.97953,0.97259
210,21100,0.87876,0.98738
211,21200,0.93433,0.95250
212,21300,0.95327,1.06711
213,21400,1.06724,1.01056
214,21500,1.04172,0.90867
215,21600,0.93049,1.06449
216,21700,1.07658,0.88743
217,21800,0.96305,0.96913
218,21900,0.96195,0.99663
219,22000,1.04290,0.95734
220,22100,1.07807,0.95224
221,22200,0.92121,1.11352
222,22300,0.99502,0.91950
223,22400,0.98187,1.12301
224,22500,1.08533,1.08567
225,22600,1.07231,0.91584
226,22700,0.93185,0.95250
227,22800,0.98270,0.95374
228,22900,0.95330,1.05679
229,23000,0.94413,0.84861
230,23100,0.96481,0.87191
231,23200,1.17760,1.03446
232,23300,0.93925,0.96856
233,23400,0.99103,0.90144
234,23500,0.96040,1.07284
235,23600,0.92956,1.04903
236,23700,0.91327,1.02041
237,23800,0.98339,0.99983
238,23900,0.93290,0.92879
239,24000,0.99553,1.03280
240,24100,1.02249,0.96861
241,24200,1.05849,0.94890
242,24300,0.99257,0.95681
243,24400,0.94285,0.88833
244,24500,0.98013,1.01561
245,24600,0.98371,1.03752
246,24700,0.97716,1.00115
247,24800,0.86798,0.99907
248,24900,1.03670,1.04376
