iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_icm_forward_loss,4_icm_inverse_loss
119,12000,-4.70151,1.03697,0.05733,1.58976,-4.70162,0.97018,0.05710,1.59224,-4.53525,1.06396,0.05685,1.57044,-5.03777,0.88631,0.04874,1.59095
120,12100,-4.64234,0.99593,0.05677,1.58864,-4.62762,0.92334,0.05655,1.59262,-4.43121,0.99322,0.05691,1.57184,-5.01090,0.96631,0.04824,1.59262
121,12200,-4.58690,0.95266,0.05645,1.58846,-4.61192,0.95758,0.05609,1.59223,-4.42165,0.99717,0.05628,1.57287,-4.97575,0.95766,0.04790,1.59248
122,12300,-4.54967,0.95489,0.05612,1.58926,-4.60828,1.11376,0.05568,1.59253,-4.36825,1.01824,0.05585,1.57142,-4.97595,0.92097,0.04750,1.59118
123,12400,-4.55511,1.02979,0.05562,1.58900,-4.51880,1.05079,0.05556,1.59226,-4.31547,0.94708,0.05553,1.57186,-4.95000,0.98772,0.04715,1.59132
124,12500,-4.45766,1.00958,0.05515,1.58863,-4.45577,0.93784,0.05491,1.59211,-4.25448,1.07167,0.05462,1.57080,-4.92250,0.93483,0.04670,1.59182
125,12600,-4.40893,1.05479,0.05466,1.58821,-4.41900,0.98302,0.05440,1.59176,-4.20195,0.96074,0.05435,1.57040,-4.86238,0.89396,0.04611,1.59089
126,12700,-4.41267,1.02608,0.05447,1.58849,-4.39404,1.00878,0.05409,1.59161,-4.13019,1.01235,0.05372,1.57056,-4.78366,1.03463,0.04572,1.59082
127,12800,-4.32725,1.01684,0.05369,1.58758,-4.32939,0.98798,0.05396,1.59161,-4.06893,0.97387,0.05345,1.56926,-4.79981,0.94483,0.04550,1.59077
128,12900,-4.27544,1.05269,0.05353,1.58811,-4.28553,0.95878,0.05339,1.59155,-4.03838,0.98578,0.05291,1.56975,-4.80504,0.90414,0.04497,1.59116
129,13000,-4.24394,1.01785,0.05302,1.58777,-4.23168,1.00718,0.05289,1.59139,-4.00204,1.05715,0.05295,1.56805,-4.76445,0.97145,0.04463,1.59145
130,13100,-4.23693,1.00409,0.05248,1.58733,-4.18446,1.03783,0.05285,1.59113,-3.95531,1.00344,0.05189,1.56837,-4.74701,0.86102,0.04436,1.59023
131,13200,-4.17380,0.98592,0.05229,1.58720,-4.13424,1.14445,0.05221,1.59137,-3.88689,0.99788,0.05132,1.56720,-4.72729,1.06217,0.04387,1.59082
132,13300,-4.09635,0.91343,0.05186,1.58656,-4.08120,1.00513,0.05175,1.59074,-3.88901,0.98440,0.05121,1.56592,-4.70528,0.98484,0.04324,1.59165
133,13400,-4.09174,1.00132,0.05137,1.58580,-4.06920,0.98821,0.05136,1.58998,-3.83026,0.96742,0.05094,1.56643,-4.71490,0.99511,0.04308,1.59054
134,13500,-4.05820,1.00382,0.05103,1.58611,-4.00390,0.95101,0.05112,1.59003,-3.75572,0.99907,0.05062,1.56504,-4.67183,1.01965,0.04283,1.59104
135,13600,-4.00584,0.96637,0.05086,1.58567,-3.97437,1.07443,0.05060,1.59024,-3.70694,1.05576,0.05009,1.56632,-4.61214,0.91879,0.04237,1.59113
136,13700,-3.93948,0.89749,0.05050,1.58532,-3.93333,1.01850,0.04983,1.58991,-3.67629,0.92843,0.04969,1.56485,-4.61017,1.06098,0.04202,1.59084
137,13800,-3.96169,1.07818,0.05021,1.58512,-3.91049,1.04340,0.04989,1.59045,-3.64235,0.92790,0.04922,1.56496,-4.61468,1.00097,0.04177,1.58993
138,13900,-3.94806,1.04930,0.05001,1.58464,-3.83152,0.98908,0.04946,1.59002,-3.56017,0.97758,0.04905,1.56334,-4.58438,1.04610,0.04142,1.59065
139,14000,-3.83776,0.99866,0.04920,1.58469,-3.76058,0.96756,0.04906,1.58922,-3.53672,0.97104,0.04841,1.56543,-4.60529,0.97126,0.04101,1.59018
140,14100,-3.79717,0.97949,0.04929,1.58471,-3.76042,0.94670,0.04870,1.58980,-3.46999,0.88269,0.04814,1.56343,-4.55895,1.00134,0.04076,1.59141
141,14200,-3.76233,0.95362,0.04893,1.58458,-3.69649,1.03886,0.04845,1.58960,-3.44558,0.99032,0.04795,1.56163,-4.57177,1.02870,0.04025,1.59170
142,14300,-3.71829,1.01393,0.04822,1.58469,-3.66209,1.00302,0.04802,1.59026,-3.39657,1.03301,0.04754,1.56305,-4.56305,1.02551,0.03986,1.59113
