iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_icm_forward_loss,4_icm_inverse_loss
124,12500,-4.18710,0.84696,0.06300,2.28988,-4.27266,0.96152,0.06293,2.29831,-4.31778,1.35576,0.06322,2.29767,-4.40719,0.90207,0.06312,2.29407
125,12600,-4.18733,1.05320,0.06276,2.28698,-4.26337,1.01983,0.06242,2.29122,-4.26443,0.74618,0.06249,2.29381,-4.34274,1.02414,0.06276,2.29280
126,12700,-4.17768,1.23920,0.06151,2.28710,-4.18743,0.72434,0.06172,2.29530,-4.26756,1.22876,0.06144,2.29517,-4.34611,0.91379,0.06186,2.29137
127,12800,-4.11657,1.18786,0.06080,2.29139,-4.19481,1.13830,0.06071,2.29591,-4.16323,0.79570,0.06090,2.29079,-4.32867,0.84518,0.06081,2.29228
128,12900,-4.09056,0.77100,0.06012,2.27761,-4.14098,0.92090,0.05957,2.29199,-4.16308,1.07748,0.06027,2.29161,-4.26661,1.02424,0.06048,2.29883
129,13000,-4.04370,0.89871,0.05905,2.29469,-4.12650,1.11656,0.05923,2.29152,-4.13629,0.88512,0.05930,2.28518,-4.23994,0.98550,0.05943,2.29464
130,13100,-4.03703,0.81421,0.05878,2.29163,-4.06036,0.86229,0.05872,2.29583,-4.08510,0.95207,0.05871,2.29494,-4.20251,0.96620,0.05919,2.28235
131,13200,-3.96147,0.83072,0.05758,2.29307,-4.04415,0.85499,0.05763,2.28800,-4.07689,1.32933,0.05804,2.28366,-4.20793,0.97993,0.05795,2.28432
132,13300,-3.95628,1.09560,0.05753,2.27914,-3.99381,0.85318,0.05738,2.28669,-4.06221,0.99169,0.05739,2.28411,-4.18917,0.82667,0.05717,2.28995
133,13400,-3.93817,1.28493,0.05640,2.28438,-3.97824,1.14663,0.05662,2.29092,-3.96590,1.13077,0.05620,2.28607,-4.13896,0.90385,0.05642,2.28484
134,13500,-3.88323,0.88085,0.05578,2.27954,-3.94167,1.40201,0.05588,2.28982,-3.95735,1.05897,0.05608,2.28557,-4.12811,1.00236,0.05591,2.28315
135,13600,-3.84258,0.80763,0.05512,2.27952,-3.90597,0.84183,0.05517,2.28602,-3.92154,0.80654,0.05506,2.28705,-4.12085,1.02144,0.05507,2.29253
136,13700,-3.84655,0.93975,0.05477,2.28766,-3.88555,1.16956,0.05395,2.29611,-3.87820,1.10225,0.05409,2.29195,-4.06805,0.94602,0.05450,2.28263
137,13800,-3.78758,0.84099,0.05375,2.27502,-3.81203,0.98721,0.05354,2.28268,-3.83963,0.91600,0.05369,2.27832,-4.05785,0.98491,0.05361,2.27062
138,13900,-3.73626,0.96932,0.05311,2.27544,-3.78915,0.67416,0.05326,2.27164,-3.81136,1.13984,0.05319,2.28793,-4.00160,0.80314,0.05282,2.28076
139,14000,-3.74995,0.89696,0.05250,2.27768,-3.74548,1.08468,0.05226,2.27921,-3.75519,0.90623,0.05253,2.28667,-3.91739,1.03018,0.05249,2.28738
