iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value,4_maddpg_actor_loss,4_maddpg_critic_loss,4_count_value
169,17000,-20.27225,2.03958,0.22370,-20.39307,1.72119,0.22270,-19.62946,1.68036,0.22456,-22.46849,1.81128,0.22222
170,17100,-20.28125,1.80219,0.22353,-20.48620,1.81657,0.22181,-19.69431,1.60169,0.22296,-22.45974,1.79689,0.22270
171,17200,-20.29518,1.69698,0.22338,-20.55542,2.33255,0.22414,-19.72520,1.71128,0.22372,-22.67027,1.73301,0.22357
172,17300,-20.25314,1.73217,0.22368,-20.60570,1.78043,0.22390,-19.72355,1.92231,0.22332,-22.65772,1.99902,0.22313
173,17400,-20.26326,1.67485,0.22503,-20.60204,1.62241,0.22285,-19.85941,1.65077,0.22373,-22.74912,1.71430,0.22203
174,17500,-20.43435,1.60955,0.22451,-20.71584,1.77758,0.22497,-19.85494,1.58848,0.22639,-22.76127,1.81571,0.22378
175,17600,-20.44886,1.76741,0.22540,-20.75374,1.70611,0.22541,-19.93269,1.74525,0.22184,-22.90291,1.83064,0.22394
176,17700,-20.32208,1.84131,0.22336,-20.72138,1.80085,0.22267,-19.99859,1.70997,0.22386,-22.96124,1.83347,0.22543
177,17800,-20.53972,1.58674,0.22173,-20.84751,1.77246,0.22364,-20.03585,1.60204,0.22344,-23.05806,1.66054,0.22254
178,17900,-20.58639,1.72256,0.22368,-20.83787,1.74790,0.22037,-19.98480,1.80582,0.22273,-23.13682,2.05791,0.22270
179,18000,-20.55677,1.77823,0.22268,-20.84559,1.84575,0.22459,-20.05606,1.82008,0.22441,-23.16278,1.93001,0.22366
180,18100,-20.63363,1.83605,0.22500,-20.78946,1.88227,0.22380,-20.12264,1.73276,0.22442,-23.30041,1.93074,0.22269
181,18200,-20.74079,1.76710,0.22467,-20.88421,1.69395,0.22358,-20.10048,1.62523,0.22235,-23.38005,2.05941,0.22418
182,18300,-20.65406,1.80246,0.22156,-20.94460,1.65865,0.22502,-20.13890,1.58523,0.22292,-23.45090,1.68401,0.22481
183,18400,-20.79078,1.62260,0.22484,-20.96601,1.73081,0.22199,-20.28465,1.88986,0.22454,-23.46373,1.72291,0.22355
184,18500,-20.69300,1.68736,0.22256,-20.98284,1.69165,0.22531,-20.27029,1.76822,0.22352,-23.52598,1.77602,0.22345
185,18600,-20.73472,1.67256,0.22411,-21.04181,1.85854,0.22197,-20.31018,1.56726,0.22348,-23.59326,1.67740,0.22158
186,18700,-20.88662,1.61223,0.22568,-21.02756,1.81241,0.22563,-20.40542,1.61900,0.22464,-23.64817,1.65526,0.22171
187,18800,-20.81142,1.59555,0.22197,-21.02727,2.08453,0.22268,-20.41441,1.58159,0.22497,-23.70920,1.75176,0.22249
188,18900,-20.78175,1.50573,0.22452,-21.02543,1.92745,0.22357,-20.42613,1.53516,0.22369,-23.77388,1.68314,0.22489
189,19000,-20.87856,1.74576,0.22357,-21.07261,1.82474,0.22510,-20.44853,1.83515,0.22454,-23.84183,1.57883,0.22377
190,19100,-20.94593,1.63613,0.22378,-21.14996,1.73069,0.22201,-20.48905,1.72334,0.22272,-23.90503,1.83540,0.22321
