iteration,episode,1_iql_loss,2_iql_loss
131,13200,0.99089,1.47577
132,13300,1.01899,1.47273
133,13400,0.99740,1.48136
134,13500,1.02293,1.38258
135,13600,0.98748,1.38390
136,13700,0.97830,1.52297
137,13800,1.00756,1.40695
138,13900,0.99361,1.49436
139,14000,0.97856,1.42887
140,14100,0.99814,1.46281
141,14200,0.98023,1.38478
142,14300,1.00820,1.41694
143,14400,0.97449,1.49176
144,14500,0.99868,1.49448
145,14600,0.99435,1.47381
146,14700,1.01221,1.36139
147,14800,0.98393,1.42240
148,14900,0.96239,1.45622
149,15000,0.97716,1.51251
150,15100,1.00804,1.43780
151,15200,0.99979,1.50805
152,15300,0.97736,1.48042
153,15400,1.02306,1.42119
154,15500,1.01721,1.38340
155,15600,1.00291,1.48021
156,15700,1.00472,1.39987
157,15800,0.98760,1.41442
158,15900,0.97009,1.44999
159,16000,0.98566,1.45122
160,16100,1.03652,1.45997
161,16200,0.99696,1.43774
162,16300,0.98059,1.45937
163,16400,0.99435,1.43716
164,16500,1.01440,1.44776
165,16600,1.01496,1.46944
166,16700,0.98961,1.35832
167,16800,1.03115,1.36441
168,16900,1.00599,1.51156
169,17000,0.98393,1.45593
170,17100,0.98675,1.41758
171,17200,1.01379,1.43378
172,17300,1.01770,1.52167
173,17400,1.00681,1.51011
174,17500,0.95682,1.39139
175,17600,1.01961,1.42402
176,17700,0.98531,1.47828
177,17800,0.99125,1.38690
178,17900,0.99357,1.46383
179,18000,1.00740,1.52176
180,18100,1.01950,1.52273
181,18200,1.01015,1.43471
182,18300,1.03626,1.46585
183,18400,0.98798,1.43133
184,18500,1.01499,1.46059
185,18600,0.99813,1.44308
186,18700,0.96993,1.48034
187,18800,0.99363,1.45041
188,18900,1.01129,1.46291
189,19000,0.97508,1.38850
190,19100,0.98868,1.46680
191,19200,0.98701,1.43958
192,19300,0.98315,1.57783
193,19400,0.96887,1.50881
194,19500,1.00345,1.39089
195,19600,0.97146,1.44811
196,19700,1.02847,1.41414
197,19800,0.98549,1.48680
198,19900,1.01122,1.38226
199,20000,0.98313,1.40629
200,20100,0.97894,1.49906
201,20200,0.99660,1.48424
202,20300,0.96347,1.43135
203,20400,0.99679,1.42957
204,20500,0.98893,1.48145
205,20600,1.01470,1.49767
206,20700,1.02173,1.44839
207,20800,0.99406,1.40213
208,20900,0.99319,1.41661
209,21000,1.02995,1.43317
210,21100,1.00117,1.46184
211,21200,1.03357,1.46300
212,21300,1.02825,1.40544
213,21400,0.98332,1.43491
214,21500,1.02147,1.40847
215,21600,0.96016,1.35146
216,21700,1.01121,1.41996
217,21800,0.97509,1.44530
218,21900,0.98745,1.38486
219,22000,1.03244,1.47856
220,22100,1.03674,1.44387
221,22200,1.00808,1.34678
222,22300,0.99489,1.44717
223,22400,1.02045,1.47361
224,22500,1.00279,1.44538
225,22600,0.97310,1.42045
226,22700,0.99897,1.59519
227,22800,0.99380,1.42081
228,22900,0.97498,1.45553
229,23000,0.99525,1.42053
230,23100,0.98642,1.40677
231,23200,0.98464,1.43775
232,23300,0.98120,1.43403
233,23400,1.00032,1.47058
234,23500,1.01728,1.46944
235,23600,0.98477,1.51437
236,23700,1.03406,1.44093
237,23800,1.00075,1.44421
238,23900,1.03939,1.47477
239,24000,1.00380,1.47625
240,24100,0.98907,1.43556
241,24200,0.99683,1.45542
242,24300,0.96254,1.41698
243,24400,0.97713,1.41634
244,24500,1.01904,1.45039
245,24600,1.00073,1.47318
246,24700,0.96684,1.44004
247,24800,0.98413,1.45084
248,24900,0.99426,1.44684
