iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss
98,9900,-2.15215,0.24277,-2.14453,0.17323
99,10000,-2.14322,0.24344,-2.21064,0.20064
100,10100,-2.14382,0.21207,-2.24951,0.20495
101,10200,-2.14643,0.22392,-2.24752,0.20881
102,10300,-2.11220,0.22148,-2.20638,0.16988
103,10400,-2.22828,0.15643,-2.26153,0.16597
104,10500,-2.20745,0.19819,-2.19860,0.31103
105,10600,-2.15195,0.22607,-2.24070,0.21400
106,10700,-2.17180,0.21950,-2.21707,0.24429
107,10800,-2.22588,0.22993,-2.26434,0.20304
108,10900,-2.15910,0.20359,-2.22558,0.18961
109,11000,-2.20069,0.17273,-2.24243,0.17843
110,11100,-2.20522,0.24419,-2.35325,0.17870
111,11200,-2.14555,0.25184,-2.27187,0.17151
112,11300,-2.24048,0.18818,-2.29446,0.16563
113,11400,-2.23098,0.19051,-2.26329,0.14859
114,11500,-2.15947,0.17896,-2.20467,0.18122
115,11600,-2.15909,0.21872,-2.17640,0.14777
116,11700,-2.18653,0.24734,-2.27062,0.21024
117,11800,-2.21176,0.19801,-2.27919,0.14791
118,11900,-2.18508,0.19611,-2.19688,0.17966
119,12000,-2.21978,0.16985,-2.25031,0.24616
120,12100,-2.18151,0.15547,-2.23558,0.33355
121,12200,-2.15904,0.21141,-2.27166,0.21048
122,12300,-2.27348,0.18993,-2.28402,0.19757
123,12400,-2.19600,0.23338,-2.23901,0.19348
124,12500,-2.19940,0.21722,-2.29237,0.21764
125,12600,-2.29467,0.16127,-2.26554,0.35493
126,12700,-2.22183,0.28072,-2.22703,0.20838
127,12800,-2.19136,0.19432,-2.27057,0.34663
128,12900,-2.13796,0.22236,-2.25003,0.32148
129,13000,-2.16665,0.18890,-2.19346,0.25805
130,13100,-2.20562,0.17803,-2.23096,0.36756
131,13200,-2.16881,0.18411,-2.27379,0.25997
132,13300,-2.17099,0.22948,-2.30676,0.20225
133,13400,-2.14973,0.23537,-2.30577,0.15378
134,13500,-2.19650,0.20702,-2.26811,0.15087
135,13600,-2.16243,0.16423,-2.21515,0.16958
136,13700,-2.15493,0.21034,-2.27189,0.17929
137,13800,-2.19909,0.17888,-2.16569,0.18911
138,13900,-2.22580,0.17996,-2.24233,0.19681
139,14000,-2.10833,0.18047,-2.22522,0.20489
140,14100,-2.12769,0.26355,-2.29844,0.15499
141,14200,-2.19704,0.28956,-2.24343,0.22401
142,14300,-2.15593,0.24757,-2.27778,0.24361
143,14400,-2.16209,0.25306,-2.22320,0.29307
144,14500,-2.13419,0.56496,-2.19241,0.25158
145,14600,-2.11970,0.30595,-2.23718,0.21402
146,14700,-2.18881,0.22730,-2.21019,0.18588
147,14800,-2.13606,0.23837,-2.16246,0.20869
148,14900,-2.07717,0.24945,-2.20227,0.30567
149,15000,-2.13576,0.32455,-2.17701,0.37883
150,15100,-2.15735,0.23716,-2.19773,0.29338
151,15200,-2.17060,0.20450,-2.19591,0.25144
152,15300,-2.13897,0.21588,-2.19499,0.30226
153,15400,-2.08762,0.21457,-2.25611,0.28296
154,15500,-2.08393,0.23161,-2.13036,0.47311
155,15600,-2.12669,0.24415,-2.23556,0.19535
156,15700,-2.03364,0.34646,-2.23914,0.18502
157,15800,-2.06813,0.33251,-2.23008,0.19284
158,15900,-2.10269,0.30950,-2.20678,0.24254
159,16000,-2.05989,0.21495,-2.17988,0.21428
160,16100,-2.06091,0.23918,-2.23212,0.23651
161,16200,-2.05589,0.16826,-2.18567,0.16534
162,16300,-2.13750,0.16603,-2.18470,0.17938
163,16400,-2.10294,0.18808,-2.19033,0.16291
164,16500,-2.13455,0.20092,-2.25820,0.21069
165,16600,-2.05159,0.19551,-2.25505,0.20856
166,16700,-2.12895,0.24671,-2.17682,0.18495
167,16800,-2.03998,0.25483,-2.18880,0.24317
168,16900,-2.02779,0.22657,-2.19714,0.29485
169,17000,-2.01150,0.23741,-2.17514,0.19903
170,17100,-1.97056,0.41332,-2.15536,0.21194
171,17200,-2.14897,0.24981,-2.20614,0.17516
172,17300,-2.01419,0.19667,-2.13962,0.24971
173,17400,-2.03711,0.17993,-2.22506,0.24891
174,17500,-2.09763,0.18774,-2.13871,0.25364
175,17600,-2.02546,0.30045,-2.12429,0.29069
176,17700,-2.10724,0.21555,-2.16896,0.25521
177,17800,-2.01024,0.20575,-2.19308,0.22188
178,17900,-2.00350,0.22849,-2.14335,0.20083
179,18000,-2.04789,0.35058,-2.14799,0.28445
180,18100,-1.99102,0.30498,-2.11532,0.23619
181,18200,-1.99045,0.30163,-2.14451,0.27302
182,18300,-2.05502,0.20249,-2.16132,0.28338
183,18400,-2.06167,0.21894,-2.10891,0.21187
184,18500,-2.00219,0.21869,-2.13369,0.20774
185,18600,-2.00819,0.16569,-2.16615,0.28639
186,18700,-1.96944,0.25148,-2.13495,0.18117
187,18800,-1.94674,0.21904,-2.16485,0.25495
188,18900,-2.01542,0.15823,-2.19157,0.24011
189,19000,-2.01226,0.16671,-2.13256,0.22615
190,19100,-1.97757,0.17238,-2.12907,0.25870
191,19200,-1.91906,0.22217,-2.14544,0.16144
192,19300,-2.02288,0.20936,-2.24835,0.21009
193,19400,-1.91940,0.26970,-2.11838,0.16680
194,19500,-1.99149,0.19091,-2.13948,0.21467
195,19600,-1.94046,0.17573,-2.11776,0.24172
196,19700,-1.91450,0.16471,-2.12640,0.23103
197,19800,-1.86969,0.18981,-2.09531,0.23505
198,19900,-1.92991,0.19404,-2.10886,0.17327
199,20000,-1.90044,0.20324,-2.09686,0.19931
200,20100,-1.93331,0.20627,-2.08354,0.16667
201,20200,-1.86403,0.29745,-2.05903,0.19305
202,20300,-2.00077,0.20526,-2.12545,0.20413
203,20400,-1.93725,0.21689,-2.11353,0.15992
204,20500,-1.96901,0.17449,-2.11164,0.27844
205,20600,-1.91138,0.21504,-2.06741,0.19291
206,20700,-1.89257,0.25995,-2.06116,0.17174
207,20800,-1.90331,0.24574,-2.08485,0.22552
208,20900,-1.84675,0.48165,-2.07378,0.18481
209,21000,-1.91625,0.19246,-2.07013,0.17550
210,21100,-1.94285,0.39711,-2.06941,0.17049
211,21200,-1.82219,0.28498,-2.07126,0.17613
212,21300,-1.84158,0.29032,-1.96956,0.26420
213,21400,-1.80371,0.27170,-1.98856,0.22564
214,21500,-1.85190,0.25005,-2.05678,0.17511
215,21600,-1.80677,0.20855,-2.05342,0.25066
216,21700,-1.89894,0.16554,-2.07292,0.34322
217,21800,-1.82202,0.19044,-2.04579,0.19358
218,21900,-1.82503,0.37720,-2.03740,0.19487
219,22000,-1.85654,0.27233,-2.11367,0.17684
220,22100,-1.77020,0.21876,-1.94820,0.21006
221,22200,-1.86631,0.31599,-1.97973,0.19469
222,22300,-1.79538,0.16586,-1.97719,0.18061
223,22400,-1.82693,0.21890,-2.01529,0.24667
224,22500,-1.80604,0.23702,-2.03464,0.18158
225,22600,-1.80589,0.18049,-1.99350,0.47471
226,22700,-1.79247,0.18023,-1.98542,0.41815
227,22800,-1.79062,0.19149,-2.04250,0.22866
228,22900,-1.80041,0.31924,-2.00259,0.18924
229,23000,-1.79610,0.21433,-2.00242,0.17874
230,23100,-1.86004,0.16806,-1.96625,0.29252
231,23200,-1.80934,0.21034,-1.93806,0.22395
232,23300,-1.72565,0.19656,-1.92686,0.20068
233,23400,-1.83077,0.16178,-1.97230,0.18768
234,23500,-1.78016,0.21358,-1.98100,0.17067
235,23600,-1.80727,0.25120,-1.92443,0.32532
236,23700,-1.82925,0.22561,-1.98546,0.24052
237,23800,-1.79095,0.21076,-1.97816,0.20273
238,23900,-1.82470,0.21257,-1.95249,0.44313
239,24000,-1.80127,0.24978,-1.99329,0.17665
240,24100,-1.85834,0.17776,-1.96636,0.16833
241,24200,-1.74497,0.18218,-1.96676,0.18612
242,24300,-1.74909,0.18654,-1.95185,0.17095
243,24400,-1.77804,0.28755,-1.94879,0.16249
244,24500,-1.78793,0.30433,-1.98330,0.17629
245,24600,-1.75638,0.24810,-1.95085,0.21874
246,24700,-1.79306,0.21466,-1.97152,0.22029
247,24800,-1.75566,0.28794,-1.91351,0.19877
248,24900,-1.80226,0.27961,-1.94046,0.18370
